metabolite,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi
3otdcoa,3-Oxotetradecanoyl-CoA,HMDB03935,C05261,11966197,,
3ump,3-UMP(2-),,C01368,101543,,
4abut,4-Aminobutanoate,HMDB00112,C00334,119,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",
4abutn,4-Aminobutanal,HMDB01080,C00555,118,"InChI=1S/C4H9NO/c5-3-1-2-4-6/h4H,1-3,5H2/p+1",
4h2opntn,4-Hydroxy-2-oxopentanoate,,,,,
4hbutcoa,4-Hydroxybutyryl-CoA,,C11062,,,
4hdxbutn,4-Hydroxybutanoate,HMDB00710,C00989,4235,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",
4izp,4-Imidazolone-5-propanoate,HMDB01014,C03680,128,"InChI=1S/C6H7N2O3/c9-5(10)2-1-4-6(11)8-3-7-4/h3H,1-2H2,(H,9,10)(H,7,8,11)/q-1/p-1",
5dh4dglc,5-Dehydro-4-deoxy-D-glucarate,,,,,
5forthf,5-Formiminotetrahydrofolate,HMDB01534,C00664,530,,
5mdr1p,5-Methylthio-5-deoxy-D-ribose 1-phosphate,HMDB00963,C04188,53477720,"InChI=1S/C6H13O7PS/c1-15-2-3-4(7)5(8)6(12-3)13-14(9,10)11/h3-8H,2H2,1H3,(H2,9,10,11)/p-2/t3-,4-,5-,6-/m1/s1",
5mdru1p,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,HMDB01299,C04582,174549,"InChI=1S/C6H13O7PS/c1-15-3-5(8)6(9)4(7)2-13-14(10,11)12/h5-6,8-9H,2-3H2,1H3,(H2,10,11,12)/p-2/t5-,6+/m1/s1",
5oxpro,5-oxoprolinate,HMDB00267,C01879,7405,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/p-1",
5pmev,(R)-5-phosphonatomevalonate(3-),HMDB01343,C01107,439400,"InChI=1S/C6H13O7P/c1-6(9,4-5(7)8)2-3-13-14(10,11)12/h9H,2-4H2,1H3,(H,7,8)(H2,10,11,12)/p-3/t6-/m1/s1",
CE5656,lipoyl-AMP(1-),,C16238,23724672,,
Lcyst,L-cysteate(1-),HMDB02757,C57006,72886,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1",
M00512,1-Alkenyl-2-acylglycerol,,C03454,,,
M01966,"Alpha-D-Glucose 1,6-bisphosphate",,C01231,,,CHEBI:18148
Nacasp,N-acetyl-L-aspartate(2-),HMDB00812,C01042,65065,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1",
aacald,Aminoacetaldehyde,,,,,
acaadpdp,N2-Acetyl-L-aminoadipyl-delta-phosphate,,C12987,,,
acaadpsal,N2-Acetyl-L-aminoadipate semialdehyde,,C12988,,,
acgam6p,N-acetyl-D-glucosamine 6-phosphate(2-),HMDB01062,C00357,440996,,
acnam,N-acetylneuraminate,HMDB00230,C19910,439197,,
actn_R,(R)-Acetoin,,,,,
adcobhex,adenosyl-cobyric acid,,C06507,,,
ai15tcaacgam,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
ai17tcaacgam,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
ai17tcaala_D,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted",,,,,
ai17tcaglc,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted",,,,,
alpro,S-Aminomethyldihydrolipoylprotein,,,,,
altrn,D-Altronate,,,,,
appl,1-Aminopropan-2-ol,,C05771,,,
applp,D-1-Aminopropan-2-ol O-phosphate,,C04122,,,
arsenb,Arsenobetaine,,,,,
bamppald,beta-Aminopropion aldehyde,HMDB01106,C05665,75,"InChI=1/C3H7NO/c4-2-1-3-5/h3H,1-2,4H2",
betald,betaine aldehyde,HMDB01252,C00576,249,"InChI=1S/C5H12NO/c1-6(2,3)4-5-7/h5H,4H2,1-3H3/q+1",
bhb,(R)-3-hydroxybutyrate,HMDB00011,C01089,,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m1/s1",
biocyt,Biocytin,HMDB03134,C05552,83814,,
btcoa,Butanoyl-CoA,HMDB01088,C00136,265,,
but,butyrate,HMDB00039,C00246,264,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",
butpi,Butanoyl phosphate,,C02527,,,
butso3,butanesulfonate,,,,,
camp,"3,5-cyclic AMP(1-)",HMDB00058,C00575,6076,,
cbl2,Cob(II)alamin,HMDB06316,C00541,,,
cddec5eACP,cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1),,,,,
cdec3eACP,cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1),,,,,
cdpea,CDP-ethanolamine(1-),HMDB01564,C00570,123727,,
chol,Choline,HMDB00097,C00114,305,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",
cholate,Cholate,HMDB00619,C00695,221493,,
chtbs,"N,N-diacetylchitobiose",,,,,
cobya,Cobyrinate,,C05773,,,
codhpre6,cobalt-dihydro-precorrin 6,,C11543,,,
copre2,cobalt-precorrin 2,,C11538,,,
copre3,cobalt-precorrin 3,,C11539,,,
copre4,cobalt-precorrin 4,,C11540,,,
copre5,cobalt-precorrin 5,,C11541,,,
copre5b,Cobalt-precorrin-5b,,,,,
copre6,cobalt-precorrin 6,,C11542,,,
copre8,cobalt-precorrin 8,,C11545,,,
ctbt,crotonobetaine,,,,,
dcacoa,Decanoyl-CoA (n-C10:0CoA),HMDB06404,C05274,440615,,
ddcacoa,Dodecanoyl-CoA (n-C12:0CoA),HMDB03571,C01832,165436,,
dhlpro,Dihydrolipolprotein,,,,,
drib,2-deoxy-D-ribose,HMDB03224,C01801,22833604,"InChI=1S/C5H10O4/c6-2-1-4(8)5(9)3-7/h2,4-5,7-9H,1,3H2/t4-,5+/m0/s1",
etha,etha[c],HMDB00149,C00189,700,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1",
ethso3,ethanesulfonate,,,,,
fald,formaldehyde,HMDB01426,C00067,712,InChI=1S/CH2O/c1-2/h1H2,
fecrm,Ferrichrome,,,,,
forglu,N-Formimidoyl-L-glutamate,HMDB00854,C00439,439233,"InChI=1S/C6H10N2O4/c7-3-8-4(6(11)12)1-2-5(9)10/h3-4H,1-2H2,(H2,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1",
frmd,Formamide,HMDB01536,C00488,3771,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",
fruur,D-Fructuronate,,,,,
g1p_B,beta D-Glucose 1-phosphate,,C00663,,,
g3pe,sn-Glycero-3-phosphoethanolamine,,,,,
g3pg,Glycerophosphoglycerol,,,,,
galct_D,D-Galactarate,,,,,
galur,D-Galacturonate,,,,,
gam,D-Glucosamine,HMDB01514,C00329,439213,,
gbbtn,gamma-butyrobetaine,,,,,
gg4abut,gamma-glutamyl-gamma aminobutyric acid,,,,,
ggbutal,gamma-glutamyl-gamma-butyraldehyde,,,,,
glcr,D-glucarate(2-),HMDB00663,C00818,33037,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/p-2/t1-,2-,3-,4+/m0/s1",
glcur,D-glucuronate,HMDB00127,C00191,444791,,
glyb,glycine betaine,HMDB00043,C00719,247,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",
gthox,Oxidized glutathione,HMDB03337,C00127,65359,,
hexs,hexanesulfonate,,,,,
hgbyr,Hydrogenobyrinate,,C06399,,,
hmgcoa,Hydroxymethylglutaryl-CoA,HMDB01375,C00356,439218,,
hpyr,3-hydroxypyruvate,HMDB01352,C00168,964,"InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)/p-1",
hxcoa,Hexanoyl-CoA (n-C6:0CoA),,,,,
i14tcaacgam,"Isotetradecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
i15tcaacgam,"Isopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
i16tcaacgam,"Isohexadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
i17tcaacgam,"Isoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
i17tcaala_D,"Isoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted",,,,,
i17tcaglc,"Isoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted",,,,,
im4ac,imidazol-4-ylacetate,HMDB02024,C02835,96215,"InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)/p-1",
im4act,imidazole-4-acetaldehyde,HMDB03905,C05130,150841,"InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)",
inost,myo-inositol,HMDB00211,C00137,892,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",
isetac,Isethionic acid,,,,,
lald_L,(S)-lactaldehyde,HMDB03052,C00424,439231,"InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1",
lipoate,lipoate,HMDB01451,C16241,6112,"InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)",
lpro,Lipoylprotein,,,,,
m12dahglyc,"Monoglucosyl-1,2 dianteisoheptadecanoylglycerol",,,,,
m12dapglyc,"Monoglucosyl-1,2 dianteisopentadecanoylglycerol",,,,,
m12dihglyc,"Monoglucosyl-1,2 diisoheptadecanoylglycerol",,,,,
m12dipglyc,"Monoglucosyl-1,2 diisopentadecanoylglycerol",,,,,
m12ditglyc,"Monoglucosyl-1,2 diisotetradecanoylglycerol",,,,,
m12dixglyc,"Monoglucosyl-1,2 diisohexadecanoylglycerol",,,,,
m12dmglyc,"Monoglucosyl-1,2 dimyristoylglycerol",,,,,
m12dpglyc,"Monoglucosyl-1,2 dipalmitoylglycerol",,,,,
m12dsglyc,"Monoglucosyl-1,2 distearoylglycerol",,,,,
mana,D-Mannonate,,,,,
mercplac,3-Mercaptolactate,HMDB02127,C05823,160645,"InChI=1/C3H6O3S/c4-2(1-7)3(5)6/h2,4,7H,1H2,(H,5,6)",
mercppyr,3-mercaptopyruvate,HMDB01368,C00957,,"InChI=1S/C3H4O3S/c4-2(1-7)3(5)6/h7H,1H2,(H,5,6)/p-1",
mev_R,(R)-mevalonate,HMDB00227,C00418,439230,"InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/p-1/t6-/m1/s1",
mmcoa_R,(R)-methylmalonyl-CoA(5-),HMDB01269,C00683,439291,,
mmcoa_S,(S)-methylmalonyl-CoA(5-),HMDB02310,C00683,21252287,,
mops,3-(n-Morpholino)Propanesulfonic Acid,,,,,
msa,3-oxopropanoate,HMDB11111,C00222,868,"InChI=1S/C3H4O3/c4-2-1-3(5)6/h2H,1H2,(H,5,6)/p-1",
mso3,methanesulfonate,,,,,
myrstcaacgam,"Myristoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
n2,Nitrogen,,,,,
np2msucc,Naphthyl-2-methyl-succinic acid,,,,,
np2msucccoa,Naphthyl-2-methyl-succinyl-CoA,,C14116,,,
occoa,Octanoyl-CoA (n-C8:0CoA),HMDB01070,C01944,380,,
op4en,2-Oxopent-4-enoate,,,,,
oxa,oxalate(2-),HMDB02329,C00209,971,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)/p-2",
oxadpcoa,3-Oxoadipyl-CoA,,C02232,,,
palmtcaacgam,"Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
plasmetha,Plasmenylethanolamine,,C04756,,,
ppal,Propanal,,,,,
pre1,Precorrin 1,,C15527,,,
pre3a,Precorrin 3 A,,C05772,,,
pre3b,Precorrin 3B,,C06406,,,
pre4,Precorrin 4,,C06407,,,
pre5,Precorrin 5,,C06416,,,
pre6a,Precorrin 6A,,C06320,,,
pre6b,Precorrin 6B,,C06319,,,
pre8,Precorrin 8,,C06408,,,
rbflvrd,Reduced riboflavin,,,,,
rbl_L,L-Ribulose,,,,,
retinal,retinal,HMDB01358,C00376,638015,"InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3",
retinol,retinol,HMDB00305,C00473,445354,"InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3",
rml1p,L-Rhamnulose 1-phosphate,,,,,
sarcs,Sarcosine,HMDB00271,C00213,1088,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",
sbt_D,D-glucitol,HMDB00247,C00794,5780,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",
sttcaacgam,"Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",,,,,
sttcaala_D,"Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted",,,,,
sttcaglc,"Stearoyllipoteichoic acid (n=24), linked, glucose substituted",,,,,
sulfac,sulfoacetate,,,,,
t3c11vaceACP,trans-3-cis-11-vacceoyl-[acyl-carrier protein],,,,,
t3c5ddeceACP,trans-3-cis-5-dodecenoyl-[acyl-carrier protein],,,,,
t3c9palmeACP,trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],,,,,
tagur,D-Tagaturonate,,,,,
tartr_L,L-tartrate,,,,,
taur,Taurine,HMDB00251,C00245,1123,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",
tcam,"minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",,,,,
thrp,L-Threonine O-3-phosphate,,,,,
tre,Trehalose,HMDB00975,C01083,7427,,
uacmam,UDP-N-acetyl-D-mannosamine,,,,,
unaga,Undecaprenyl diphospho N-acetyl-glucosamine,,,,,
up4g,"P1,P4-Bis(5-uridyl) tetraphosphate; UppppU",,C06198,,,
urate,Urate,HMDB00289,C00366,1175,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",
xol7ah2al,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",HMDB06894,C05445,5460041,,
xol7ah3,"5beta-cholestane-3alpha,7alpha,26-triol",HMDB12455,C05444,3082089,,
xu1p_L,L-Xylulose 1-phosphate,,,,,
1p4h2cbxl,1-Pyrroline-4-hydroxy-2-carboxylate,,,,,
23ddhb,"2,3-Dihydro-2,3-dihydroxybenzoate",,,,,
23dhb,"2,3-Dihydroxybenzoate",,,,,
23dhba,"(2,3-Dihydroxybenzoyl)adenylate",,,,,
23doguln,"(4R,5S)-4,5,6-trihydroxy-2,3-dioxohexanoate",HMDB05971,C04575,440390,"InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,7-9H,1H2,(H,12,13)/p-1/t2-,3+/m0/s1",
23dpg,"2,3-bisphosphonato-D-glycerate(5-)",HMDB01294,C01159,,"InChI=1S/C3H8O10P2/c4-3(5)2(13-15(9,10)11)1-12-14(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H2,9,10,11)/p-5/t2-/m1/s1",
24dhhed,"2,4-Dihydroxyhept-2-enedioate",,,,"InChI=1S/C7H10O6/c8-4(1-2-6(10)11)3-5(9)7(12)13/h3-4,8-9H,1-2H2,(H,10,11)(H,12,13)/p-2",
25dop,"2,5-Dioxopentanoate",,,,,
25drapp,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5-phosphate",,,,,
2ameph,(2-Aminoethyl)phosphonate,HMDB11747,C03557,339,"InChI=1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)",
2ddpent,2-Dehydro-3-deoxy-L-pentonate,,,,,
2dh3dgal6p,2-Dehydro-3-deoxy-D-galactonate 6-phosphate,,,,,
2dh3dgal,2-Dehydro-3-deoxy-D-galactonate,,,,,
2hh24dd,2-Hydroxyhepta-2-4-dienedioate,,C05600,7923,"InChI=1S/C7H8O5/c8-5(7(11)12)3-1-2-4-6(9)10/h1-3,8H,4H2,(H,9,10)(H,11,12)/p-2/b2-1+,5-3-",
2hymeph,2-(Hydroxymethyl)phenol,,C06191,,,
2kmb,2-keto-4-methylthiobutyrate,HMDB01553,C01180,,"InChI=1S/C5H8O3S/c1-9-3-2-4(6)5(7)8/h2-3H2,1H3,(H,7,8)/p-1",
2mcacn,"(Z)-but-2-ene-1,2,3-tricarboxylate",HMDB06357,C04225,3080625,"InChI=1S/C7H8O6/c1-3(6(10)11)4(7(12)13)2-5(8)9/h2H2,1H3,(H,8,9)(H,10,11)(H,12,13)/p-3/b4-3-",
2mcit,2-methylcitrate(3-),HMDB00379,,,"InChI=1S/C7H10O7/c1-3(5(10)11)7(14,6(12)13)2-4(8)9/h3,14H,2H2,1H3,(H,8,9)(H,10,11)(H,12,13)/p-3",
2ohed,"2-Oxohept-3-ene-1,7-dioate",,C03063,5963,"InChI=1S/C7H8O5/c8-5(7(11)12)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,9,10)(H,11,12)/b3-1-",
2s5epchc,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,,C16519,,,
34dhpha,"(3,4-dihydroxyphenyl)acetate",HMDB01336,C01161,,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)/p-1",
34dhphe,L-dopa,HMDB00181,C00355,,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",
35cgmp,"3,5-cyclic GMP(1-)",HMDB01314,C00942,24316,,
3abutcoa,L-3-Aminobutyryl-CoA,,C05231,,,
3dhguln,3-dehydro-L-gulonate,HMDB06334,C00618,,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)/p-1/t2-,3+,5-/m0/s1",
3dhgulnp,3-keto-L-gulonate-6-phosphate,,,,,
3hcddec5eACP,(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein],,,,,
3hcmrs7eACP,(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein],,,,,
3hcpalm9eACP,(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein],,,,,
3hcvac11eACP,(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein],,,,,
3hgACPm,3-hydroxyglutaryl-ACP methyl ester,,,,,
3hpACPm,3-hydroxypimeloyl-ACP methyl ester,,,,,
3hphac,3-Hydroxyphenylacetate,,,,,
3hpp,3-hydroxypropionate,HMDB00700,C01013,68152,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)/p-1",
3ogACPm,3-ketoglutaryl-ACP methyl ester,,,,,
3opACPm,3-ketopimeloyl-ACP methyl ester,,,,,
4hoxpacd,(4-hydroxyphenyl)acetaldehyde,HMDB03767,C03765,440113,"InChI=1S/C8H8O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,10H,5H2",
4hphac,4-hydroxyphenylacetate,HMDB00020,C00642,127,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)/p-1",
5c2o3ed,5-Carboxy-2-oxohept-3-enedioate,,C04052,6753,"InChI=1S/C8H8O7/c9-5(8(14)15)2-1-4(7(12)13)3-6(10)11/h1-2,4H,3H2,(H,10,11)(H,12,13)(H,14,15)",
5cm2hmu,5-Carboxymethyl-2-hydroxymuconate,,,,"InChI=1S/C8H8O7/c9-5(8(14)15)2-1-4(7(12)13)3-6(10)11/h1-2,9H,3H2,(H,10,11)(H,12,13)(H,14,15)/b4-1-,5-2+",
5cmhmsa,5-Carboxymethyl-2-hydroxymuconate semialdehyde,,C04642,7231,"InChI=1S/C8H8O6/c9-4-5(3-7(11)12)1-2-6(10)8(13)14/h1-2,4,10H,3H2,(H,11,12)(H,13,14)/b5-1-,6-2-",
5htrp,5-hydroxy-L-tryptophan,HMDB00472,C01017,439280,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",
5hxkyn,5-hydroxykynurenine,HMDB12819,C05651,440745,"InChI=1S/C10H12N2O4/c11-7-2-1-5(13)3-6(7)9(14)4-8(12)10(15)16/h1-3,8,13H,4,11-12H2,(H,15,16)",
5hxkynam,5-Hydroxykynurenamine,HMDB04076,C05638,164719,"InChI=1/C9H12N2O2/c10-4-3-9(13)7-5-6(12)1-2-8(7)11/h1-2,5,12H,3-4,10-11H2",
5mtc,5-Methylcytosine,,,,,
6pgc,6-Phospho-D-gluconate,HMDB01316,C00345,91493,"InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/p-3/t2-,3-,4+,5-/m1/s1",
6pgg,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",,C04534,,,
6pgl,"6-phospho-D-glucono-1,5-lactone",HMDB01127,C01236,439452,"InChI=1S/C6H11O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-5,7-9H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-/m1/s1",
HC00319,Malonate,HMDB00691,C00383,867,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
HC00695,S-Succinyldihydrolipoamide,HMDB01177,C01169,11953795,"InChI=1S/C12H21NO4S2/c13-10(14)4-2-1-3-9(18)7-8-19-12(17)6-5-11(15)16/h9,18H,1-8H2,(H2,13,14)(H,15,16)",
HC01231,N-[(R)-pantothenoyl]-L-cysteinate,HMDB06834,C04079,440217,,
HC01435,3-Carboxy-1-hydroxypropyl-ThPP,HMDB06744,C05381,440649,,
HC02121,S-(hydroxymethyl)glutathione(1-),HMDB04662,C14180,447123,,
N1aspmd,N(1)-acetylspermidinium(2+),HMDB01276,C00612,496,"InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)/p+2",
Sfglutth,S-formylglutathionate(1-),HMDB01550,C01031,189122,,
ab14lac_L,"L-Arabinono-1,4-lactone",,,,,
ab6p3hxl,D-arabino-6-Phospho-hex-3-ulose,,,,,
abt_D,D-Arabitol,HMDB00568,C01904,5013,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4-/m1/s1",
acmalt,Acetyl-maltose,,,,,
acmanap,N-acetyl-D-mannosamine 6-phosphate(2-),HMDB01121,C04257,21918217,"InChI=1S/C8H16NO9P/c1-4(11)9-5(2-10)7(13)8(14)6(12)3-18-19(15,16)17/h2,5-8,12-14H,3H2,1H3,(H,9,11)(H2,15,16,17)/p-2",
acon_T,trans-Aconitate,,,,,
aconm,E-3-carboxy-2-pentenedioate 6-methyl ester,,,,,
ap4a,"P(1),P(4)-bis(5-adenosyl) tetraphosphate(4-)",HMDB01211,C01260,,,
arab_D,D-Arabinose,,,,,
arbt6p,Arbutin 6-phosphate,,,,,
arbt,Arbutin,,C06186,,,
ascb6p,L-ascorbate-6-phosphate,,,,,
btd_RR,R_R__2_3_Butanediol,,,,,
btnso,d-biotin d-sulfoxide,,,,,
cdpddg,CDP-4-dehydro-6-deoxy-D-glucose,,,,,
cechddd,"cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol",,,,,
ch4s,Methanethiol,HMDB03227,C00409,878,"InChI=1S/CH4S/c1-2/h2H,1H3",
co2dam,"Cob(II)yrinate a,c diamide",,C06504,,,
cyan,hydrogen cyanide,HMDB02084,C01326,768,InChI=1S/CHN/c1-2/h1H,
cysam,cysteaminium,HMDB02991,C01678,6058,"InChI=1S/C2H7NS/c3-1-2-4/h4H,1-3H2/p+1",
dgal6p,6-Phospho-D-galactose,,,,,
dhdpacoa,cis-dihydrodiol derivative of phenylacetyl-CoA,,C19945,,,
dhmtp,dhmtp[c],HMDB12134,C15606,17396598,"InChI=1S/C6H10O3S/c1-10-3-2-5(8)6(9)4-7/h4,7,9H,2-3H2,1H3/b6-4-",
dhnacoa,"1,4-Dihydroxy-2-naphthoyl-CoA",,C15547,,,
dhpmp,Dihydroneopterin monophosphate,,,,,
diact,Diacetyl,,,,,
dkmpp,"2,3-diketo-5-methylthio-1-phosphopentane",,C15650,561,"InChI=1S/C6H11O6PS/c1-14-3-2-5(7)6(8)4-12-13(9,10)11/h2-4H2,1H3,(H2,9,10,11)/p-2",
dopa,dopaminium(1+),HMDB00073,C03758,681,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2/p+1",
dtdp4aaddg,"dTDP-4-acetamido-4,6-dideoxy-D-galactose",,,,,
dtdp4addg,"dTDP-4-amino-4,6-dideoxy-D-galactose",,,,,
egACPm,Enoylglutaryl-ACP methyl ester,,,,,
epACPm,Enoylpimeloyl-ACP methyl ester,,,,,
ethamp,O-phosphonatoethanaminium(1-),HMDB00224,C00346,1015,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)/p-1",
fc1p,L-Fuculose 1-phosphate,,,,,
fcl_L,L-fuculose,,,,,
fuc1p_L,L-Fucose 1-phosphate,HMDB01265,C02985,439871,,
fuc_L,L-fucose,HMDB00174,C01019,17106,,
g15lac,Gluconolactone,,,,,
g3pc,sn-Glycero-3-phosphocholine,HMDB00086,C00670,439285,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/p+1/t8-/m1/s1",
gACPm,Glutaryl-ACP methyl ester,,,,,
galctn_D,D-Galactonate,,,,,
galt1p,Galactitol 1-phosphate,,,,,
galt,galactitol,HMDB00107,C01697,11850,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-",
gd1b_hs,GD1b,,,,,
gdpddman,GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-),HMDB01346,C01222,439446,,
gdpfuc,GDP-L-fucose(2-),HMDB01095,C00325,439211,,
glucys,gamma-L-Glutamyl-L-cysteine,HMDB01049,C00669,123938,"InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/p-1/t4-,5-/m0/s1",
gt1b_hs,GT1b,,,,,
gtspmd,Glutathionylspermidine,,,,,
